"November 22, 2012",20121122,1208,Steven Gomez,6,15,x,State Fees,
"December 17, 2012",20121217,1209,Darla Yoakum,2,100,x,November mowing,
"January 10, 2013",20130110,1210,Roger Yoakum,2,100,x,Missed mow payment from last year,
"January 25, 2013",20130125,1211,Postmaster,5,124,x,PO Box fee for 2013,
"April 2, 2013",20130402,1212,State Farm,4,810,x,Liability Insurance,
"June 3, 2013",20130603,1213,Roger Yoakum,2,100,x,4/20/2013 Mowing,
"July 20, 2013",20130720,1214,Roger Yoakum,2,100,x,May mowing & spray,
"July 20, 2013",20130720,1215,Roger Yoakum,2,100,x,June mowing,
"August 8, 2013",20130808,1216,Postmaster,5,29.9,x,Fee mailing postage,
"September 14, 2013",20130914,1217,Roger Yoakum,2,100,x,July Mowing,
"September 14, 2013",20130914,1218,Roger Yoakum,2,100,x,August Mowing,
"December 6, 2013",20131206,1220,Roger Yoakum,2,100,x,October mowing,
"April 1, 2012",20120401,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"April 1, 2013",20130401,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"April 30, 2004",20040430,,Bank charge,7,17,,Bank Service Charge,
"August 1, 2012",20120801,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"August 1, 2013",20130801,,Bank charge,7,3, x,Returning Check Images Monthly Charge,
"August 2, 2010",20100802,,Bank service charge,7,3,x,,
"August 21, 2009",20090821,,National City Bank,7,20,x,New Checks,
"December 1, 2011",20111201,,Bank charge,7,6,,Returning check images monthly charge,
"December 1, 2012",20121201,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"December 2, 2013",20131202,,Bank charge,7,3,x,,
"February 1, 2012",20120201,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"February 1, 2013",20130201,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"February 19, 2010",20101219,,Deposit Item Returned,7,50,x,Returned check Lot 29,
"February 19, 2010",20101219,,Returned check fee,7,10,x,For item above,
"January 1, 2012",20120101,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"January 1, 2013",20130101,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"July 1, 2013",20130701,,Bank charge,7,3,x,Returning Check Images Monthly Charge, 
"July 2, 2012",20120702,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"July 31, 2004",20040731,,Bank charge,7,1.5,,Bank Service Charge,
"July 7, 2004",20040707,,Bank charge,7,40,,Chargeback Item,
"July 7, 2004",20040707,,Bank charge,7,10,,Chargeback Fee,
"June 1, 2012",20120601,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"June 1, 2013",20130601,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"June 30, 2004",20040630,,Bank charge,7,17,,Bank Service Charge,
"March 1, 2012",20120301,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"March 1, 2013",20130301,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"March 21, 2012",20120321,,US Postal Service,5,135,x,PO Box fee,
"March 31, 2004",20040431,,Bank charge,7,17,,Bank Service Charge,
"May 1, 2012",20120501,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"May 1, 2013",20130501,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"May 27, 2009",20090527,,National Bank,7,2.5,,Check reproduction fee,
"May 30, 2004",20040530,,Bank charge,7,17,,Bank Service Charge,
"November 1, 2011",20111101,,Bank charge,7,3,x,Returning check images monthly charge,
"November 1, 2012",20121101,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"November 1, 2013",20131101,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"October 1, 2012",20121001,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"October 1, 2013",20131001,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
"October 15, 2013",20131015,,Roger Yoakum,2,200,x,9/5 & 9/26 Mowing & spray weeds,
"October 3, 2011",20111003,,Bank charge,7,3,x,Returning check images monthly charge,
"September 1, 2004",20040901,,Bank charge,7,8.5,,Bank Service Charge,
"September 1, 2013",20130901,,Bank charge,7,9,x,Returning Check Images Monthly Charge,
"September 25, 2013",20130925,,Adjustment (correction),1,10,x,Correction to deposit (transaction id 11),
"September 4, 2012",20120904,,Bank charge,7,3,,Returning Check Images Monthly Charge,
"January 2, 2014",20140102,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
,20140203,,Bank charge,7,3,x,Returning Check Images Monthly Charge,
,20140224,1221,Postmaster,5,128,,Post Office Box,
,20140303,,Bank charge,7,3,,Returning Check Images Monthly Charge,
,20140313,1223,Steven Gomez,6,15,,State Fees (for 2013),
,20140401,,Bank charge,7,3,,Returning Check Images Monthly Charge,
,20140404,1222,State Farm,4,924,,Liability Insurance,
,20140501,,Bank charge,7,3,,Returning Check Images Monthly Charge,
,20140525,1224,Darla Yoakum,2,100,,"Mowing (April 16, 2014)",
,20140602,,Bank charge,7,3,,Returning Check Images Monthly Charge,
,20140627,1225,Darla Yoakum,2,100,,"Mowing (May 8, 2014)",
,20140701,,Bank charge,7,3,,Returning Check Images Monthly Charge,
